Invoice/Item Number,Date,Store Name,Address,City,Zip Code,County,Category Name,Vendor Name,Item Number,Item Description,Bottle Volume (ml),State Bottle Cost,Bottles Sold,Sale,Volume Sold (Liters)
INV-43616300030,2022-01-07,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501,WAPELLO,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,64904,FIREBALL CINNAMON WHISKEY PET,1750.0,15.33,48,1104.0,84.0
INV-43735400048,2022-01-12,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,LINN,AMERICAN SCHNAPPS,jim beam brands,82780,dekuyper buttershots pet,750.0,6.5,3,29.25,2.25
INV-43654300071,2022-01-10,HY-VEE WINE AND SPIRITS / STORM LAKE,1250 N LAKE ST,STORM LAKE,50588,BUENA VIST,COCKTAILS /RTD,proximo,58872,jose cuervo authentic light lime margarita,1750.0,8.74,12,157.32,21.0
INV-43777300012,2022-01-13,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POLK,MIXTO TEQUILA,proximo,87403,jose cuervo especial silver,,6.0,4,36.0,1.5
INV-43763700105,2022-01-13,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677,BREMER,AMERICAN BRANDIES,heaven hill brands,56006,christian bros peach,750.0,6.0,3,27.0,2.25
INV-43720800006,2022-01-12,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,POLK,AMERICAN FLAVORED VODKA,E & J GALLO WINERY,40189,NEW AMSTERDAM PINEAPPLE MINI,50.0,5.54,5,41.55,0.25
INV-43777400007,2022-01-13,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POLK,IMPORTED CORDIALS & LIQUEUR,hood river distillers,65536,lucid absinthe,750.0,,6,292.5,4.5
INV-43742700074,2022-01-12,HY-VEE FOOD STORE / KEOKUK,3111 MAIN,KEOKUK,52632,LEE,WHISKEY LIQUEUR,sazerac company  inc,64863,fireball cinnamon whiskey,200.0,2.5,8,30.0,1.6
INV-43763700161,2022-01-13,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677,BREMER,COFFEE LIQUEURS,pernod ricard usa,67524,kahlua coffee,375.0,6.74,2,20.22,0.75
INV-43829900005,2022-01-17,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POLK,100% AGAVE TEQUILA,proximo,87401,jose cuervo especial silver mini,50.0,11.5,12,207.0,0.6
INV-43844200042,2022-01-17,HY-VEE WINE AND SPIRITS / STORM LAKE,1250 N LAKE ST,STORM LAKE,50588,BUENA VIST,IMPORTED DRY GINS,pernod ricard usa,28088,beefeater gin,1750.0,22.49,2,67.48,3.5
INV-43721400125,2022-01-12,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,POLK,IMPORTED CORDIALS & LIQUEURS,"mast-jagermeister us, inc",65256,jagermeister liqueur,750.0,13.0,12,234.0,9.0
INV-43721400123,2022-01-12,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,POLK,WHITE RUM,bacardi usa inc,43125,bacardi superior pet,750.0,8.26,12,148.68,9.0
INV-43781500039,2022-01-14,HY-VEE FOOD STORE / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302,LINN,COCKTAILS /RTD,charles jacquin et cie,56957,bartenders hot sex,1000.0,5.28,6,47.52,6.0
INV-43769800049,2022-01-13,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401,CERRO GORD,IRISH WHISKIES,william grant & sons inc,15945,tullamore dew,1750.0,30.0,6,270.0,10.5
INV-43722000031,2022-01-12,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010,STORY,AMERICAN FLAVORED VODKA,E & J GALLO WINERY,36618,NEW AMSTERDAM RASPBERRY,750.0,7.5,24,270.0,18.0
INV-43748800064,2022-01-12,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219,MARION,CREAM LIQUEURS,mississippi river distil,80239,iowish cream salted caramel,,10.17,6,91.56,4.5
INV-43818500072,2022-01-14,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501,WAPELLO,AMERICAN FLAVORED VODKA,DIAGEO AMERICAS,78128,SMIRNOFF PINK LEMONADE MINI,50.0,7.47,2,22.42,0.1
INV-43724400036,2022-01-12,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,JOHNSON,AMERICAN VODKAS,jdso inc / red boot distillery,36875,blue ox vodka,,7.28,6,65.52,10.5
INV-43793900134,2022-01-14,HY-VEE #1044 / BURLINGTON,3140 AGENCY,BURLINGTON,52601,DES MOINES,CANADIAN WHISKIES,HEAVEN HILL BRANDS,11777,BLACK VELVET,1000.0,6.63,12,119.4,12.0
INV-43829300003,2022-01-17,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,SCOTT,IMPORTED FLAVORED VODKA,DIAGEO AMERICAS,64418,CIROC SUMMER WATERMELON,750.0,16.49,2,49.48,1.5
INV-43783600015,2022-01-14,HY-VEE WINE AND SPIRITS / BOONE,1111  8TH ST,BOONE,50036,BOONE,WHISKEY LIQUEUR,sazerac company  inc,64870,fireball cinnamon whiskey,100.0,0.9,240,324.0,24.0
INV-43744500017,2022-01-12,HY-VEE FOOD STORE #1636 / SPENCER,819 N GRAND AVE,SPENCER,51301,CLAY,STRAIGHT BOURBON WHISKIES,pernod ricard usa,19009,jeffersons very small batch,750.0,18.49,12,332.88,9.0
INV-43735400009,2022-01-12,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,LINN,BLENDED WHISKIES,cedar ridge vineyards ll,26710,slipknot iowa whiskey no. 9,750.0,19.5,6,175.5,4.5
INV-43757400075,2022-01-13,HY-VEE FOOD STORE #3 / WATERLOO,1422 FLAMMANG DR,WATERLOO,50702,BLACK HAWK,AGED DARK RUM,"sovereign brands, llc",43735,bumbu xo,750.0,21.49,6,193.44,4.5
INV-43735300002,2022-01-12,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,LINN,AMERICAN VODKAS,sazerac company  inc,38088,platinum 7x vodka,1750.0,9.44,240,3398.4,420.0
INV-43721600119,2022-01-12,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010,STORY,AMERICAN CORDIALS & LIQUEUR,HEAVEN HILL BRANDS,76478,PAMA POMEGRANATE LIQUEUR,750.0,11.0,2,33.0,1.5
INV-43824000131,2022-01-14,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,2323 W BROADWAY,COUNCIL BLUFFS,51501,POTTAWATTA,CANADIAN WHISKIES,DIAGEO AMERICAS,10790,CROWN ROYAL VANILLA,375.0,8.0,6,72.0,2.25
INV-43742700055,2022-01-12,HY-VEE FOOD STORE / KEOKUK,3111 MAIN,KEOKUK,52632,LEE,SINGLE MALT SCOTCH,jim beam brands,5446,laphroaig 10yr,750.0,29.5,2,88.5,1.5
INV-43744600135,2022-01-12,HY-VEE FOOD STORE #1636 / SPENCER,819 N GRAND AVE,SPENCER,51301,CLAY,TENNESSEE WHISKIES,brown forman corp.,86668,jack daniels tennessee honey mini,50.0,11.5,1,17.25,0.05
INV-43763700103,2022-01-13,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677,BREMER,WHITE RUM,luxco inc,45277,paramount white rum,1000.0,4.42,12,79.56,12.0
INV-43757400093,2022-01-13,HY-VEE FOOD STORE #3 / WATERLOO,1422 FLAMMANG DR,WATERLOO,50702,BLACK HAWK,COCKTAILS /RTD,proximo,58908,jose cuervo authentic watermelon margarita,200.0,4.6,6,41.4,1.2
INV-43769900044,2022-01-13,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401,CERRO GORD,100% AGAVE TEQUILA,e & j gallo winery,87643,familia camarena silver,750.0,12.5,1,18.75,0.75
INV-43758100058,2022-01-13,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,BLACK HAWK,AMERICAN FLAVORED VODKA,luxco inc,35699,pearl cucumber,750.0,7.0,12,126.0,9.0
INV-43763700088,2022-01-13,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677,BREMER,AMERICAN VODKAS,mccormick distilling co.,38169,360 vodka,750.0,7.5,2,22.5,1.5
INV-43721400121,2022-01-12,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,POLK,COCKTAILS /RTD,bacardi usa inc,56856,bacardi bahama mama rts,1750.0,,6,85.8,10.5
INV-43855400086,2022-01-17,HY-VEE FOOD STORE #1 / CEDAR RAPIDS,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,LINN,BOTTLED IN BOND BOURBON,HEAVEN HILL BRANDS,16096,EVAN WILLIAMS BOTTLED IN BOND,750.0,10.0,3,45.0,2.25
INV-43778900092,2022-01-13,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105,WOODBURY,AMERICAN VODKAS,FIFTH GENERATION INC,38177,TITOS HANDMADE VODKA,1000.0,12.67,36,684.36,36.0
INV-43830500081,2022-01-17,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,LINN,AMERICAN VODKAS,fifth generation inc,38177,titos handmade vodka,1000.0,12.67,12,228.12,12.0
INV-43725600103,2022-01-12,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240,JOHNSON,IMPORTED BRANDIES,shaw-ross international,47649,branson vsop grande champagne,750.0,35.0,1,52.5,0.75
INV-43721600046,2022-01-12,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010,STORY,AMERICAN VODKAS,SAZERAC COMPANY  INC,35318,BARTON VODKA,1750.0,,12,124.56,21.0
INV-43833900052,2022-01-17,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POLK,AMERICAN VODKAS,MCCORMICK DISTILLING CO.,36908,MCCORMICK 80PRF VODKA PET,1750.0,7.47,6,67.26,10.5
INV-43793900064,2022-01-14,HY-VEE #1044 / BURLINGTON,3140 AGENCY,BURLINGTON,52601,DES MOINES,IMPORTED VODKAS,SAZERAC COMPANY  INC,34690,SOBIESKI,750.0,6.5,4,39.0,3.0
INV-43720300064,2022-01-12,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,POLK,CREAM LIQUEURS,mississippi river distil,80236,iowish cream liqueur,,10.17,6,91.56,4.5
INV-43763700094,2022-01-13,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677,BREMER,FLAVORED RUM,pernod ricard usa,42717,malibu coconut,1000.0,11.49,60,1034.4,60.0
INV-43763700032,2022-01-13,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677,BREMER,AMERICAN FLAVORED VODKA,e & j gallo winery,40193,new amsterdam pineapple,750.0,,12,135.0,9.0
INV-43786000037,2022-01-14,HY-VEE #2 / DUBUQUE,2395 NW ARTERIAL RD,DUBUQUE,52002,DUBUQUE,WHITE RUM,LUXCO INC,45278,PARAMOUNT WHITE RUM,1750.0,7.5,6,67.5,10.5
INV-43781500092,2022-01-14,HY-VEE FOOD STORE / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302,LINN,WHITE RUM,bacardi usa inc,43128,bacardi superior,1750.0,15.0,6,135.0,10.5
INV-43829900012,2022-01-17,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POLK,STRAIGHT BOURBON WHISKIES,jim beam brands,19028,jim beam black,1750.0,23.5,6,211.5,10.5
INV-43786800111,2022-01-14,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,DUBUQUE,AMERICAN CORDIALS & LIQUEUR,prestige wine & spirits group / united states distilled products co,75243,kinky ruby,750.0,10.0,3,45.0,2.25
INV-43757400136,2022-01-13,HY-VEE FOOD STORE #3 / WATERLOO,1422 FLAMMANG DR,WATERLOO,50702,BLACK HAWK,AMERICAN FLAVORED VODKA,diageo americas,77900,smirnoff sours berry lemon,750.0,8.25,2,24.76,1.5
INV-43744600029,2022-01-12,HY-VEE FOOD STORE #1636 / SPENCER,819 N GRAND AVE,SPENCER,51301,CLAY,STRAIGHT BOURBON WHISKIES,jim beam brands,19112,jim beam devils cut,750.0,,6,126.0,4.5
INV-43696000017,2022-01-11,HY-VEE FOOD STORE / CARROLL,905 US HIGHWAY 30 WEST,CARROLL,51401,CARROLL,STRAIGHT BOURBON WHISKIES,heaven hill brands,17958,evan williams black,,16.5,6,148.5,10.5
INV-43820000074,2022-01-14,HY-VEE FOOD STORE / WEBSTER CITY,823  2ND ST,WEBSTER CITY,50595,HAMILTON,AMERICAN SCHNAPPS,JIM BEAM BRANDS,82605,DEKUYPER SOUR APPLE PUCKER PET,,6.5,3,29.25,2.25
INV-43753300083,2022-01-13,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,IMPORTED SCHNAPPS,SAZERAC COMPANY  INC,69657,DR MCGILLICUDDYS MENTHOLMINT,1000.0,11.0,348,5742.0,348.0
INV-43748800050,2022-01-12,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219,MARION,WHITE RUM,diageo americas,43323,captain morgan white pet,1750.0,,6,135.0,10.5
INV-43748800067,2022-01-12,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219,MARION,IMPORTED SCHNAPPS,sazerac company  inc,69631,dr mcgillicuddys cherry mini,50.0,5.0,2,15.0,0.1
INV-43833900076,2022-01-17,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POLK,BLENDED WHISKIES,DIAGEO AMERICAS,25608,SEAGRAMS 7 CROWN,1750.0,12.96,12,233.28,21.0
INV-43735600108,2022-01-12,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,LINN,FLAVORED RUM,pernod ricard usa,42718,malibu coconut,1750.0,18.49,6,166.44,10.5
INV-43753300002,2022-01-13,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,SCOTCH WHISKIES,SAZERAC COMPANY  INC,10009,SCORESBY RARE SCOTCH,1000.0,6.74,12,121.32,12.0
INV-43721400116,2022-01-12,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,POLK,AMERICAN FLAVORED VODKA,e & j gallo winery,39423,new amsterdam pink whitney,,7.33,12,132.0,12.0
INV-43763700138,2022-01-13,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677,BREMER,AMERICAN SCHNAPPS,jim beam brands,82610,dekuyper hot damn!,1000.0,7.87,12,141.72,12.0
INV-43745800003,2022-01-12,HY-VEE WINE AND SPIRITS / SPIRIT LAKE,HWY 9 & 71,SPIRIT LAKE,51360,DICKINSON,SPICED RUM,diageo americas,43337,captain morgan original spiced,1000.0,11.75,24,423.12,24.0
INV-43844200143,2022-01-17,HY-VEE WINE AND SPIRITS / STORM LAKE,1250 N LAKE ST,STORM LAKE,50588,BUENA VIST,100% AGAVE TEQUILA,pernod ricard usa,88186,olmeca altos plata,750.0,14.99,6,134.94,4.5
INV-43724900048,2022-01-12,HY-VEE #2 / CORALVILLE,3285 CROSSPARK RD,CORALVILLE,52241,JOHNSON,IMPORTED DRY GINS,BACARDI USA INC,28236,BOMBAY SAPPHIRE GIN,750.0,13.5,36,729.0,27.0
INV-43742700063,2022-01-12,HY-VEE FOOD STORE / KEOKUK,3111 MAIN,KEOKUK,52632,LEE,CREAM LIQUEURS,diageo americas,67902,baileys deliciously light,750.0,16.49,3,74.22,2.25
INV-43766100143,2022-01-13,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403,LINN,AMERICAN DRY GINS,DIAGEO AMERICAS,30318,GORDONS GIN LONDON DRY PET,1750.0,,6,99.0,10.5
INV-43828600051,2022-01-17,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,JOHNSON,BLENDED WHISKIES,DRIFTLESS GLEN DISTILLERY,27237,DRIFTLESS GLEN BOURBON,,,6,180.0,4.5
INV-43720800086,2022-01-12,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,POLK,COCKTAILS /RTD,PROXIMO,58895,JOSE CUERVO AUTHENTIC RED SANGRIA MARGARITA,1750.0,,6,78.66,10.5
INV-43820000033,2022-01-14,HY-VEE FOOD STORE / WEBSTER CITY,823  2ND ST,WEBSTER CITY,50595,HAMILTON,IMPORTED FLAVORED VODKA,PERNOD RICARD USA,34078,ABSOLUT VANILIA,1000.0,14.99,3,67.47,3.0
INV-43721400002,2022-01-12,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,POLK,TEMPORARY &  SPECIALTY PACKAGES,jim beam brands,100855,makers mark generations tri-pack,,42.5,3,191.25,1.12
INV-43758100011,2022-01-13,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,BLACK HAWK,STRAIGHT BOURBON WHISKIES,jim beam brands,16676,basil hayden 8yr,750.0,22.5,3,101.25,2.25
INV-43827300045,2022-01-17,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315,POLK,AMERICAN VODKAS,mccormick distilling co.,36908,mccormick 80prf vodka pet,1750.0,7.47,6,67.26,10.5
INV-43753100001,2022-01-13,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,STRAIGHT BOURBON WHISKIES,LUXCO INC,18412,GEORGE REMUS STRAIGHT BOURBON,750.0,20.0,18,540.0,13.5
INV-43732300036,2022-01-12,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,SCOTT,IMPORTED VODKAS,STOLI GROUP,34747,STOLICHNAYA 80PRF,1000.0,15.97,12,287.52,12.0
INV-43721400047,2022-01-12,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,POLK,STRAIGHT BOURBON WHISKIES,pernod ricard usa,21181,rabbit hole cavehill,750.0,29.98,6,269.82,4.5
INV-43737500061,2022-01-12,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POTTAWATTA,AMERICAN SCHNAPPS,jim beam brands,82780,dekuyper buttershots pet,750.0,6.5,12,117.0,9.0
INV-43827600012,2022-01-17,HY-VEE FOOD STORE / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POLK,WHISKEY LIQUEUR,sazerac company  inc,64865,fireball cinnamon whiskey pet,,,24,323.28,18.0
INV-43737500057,2022-01-12,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POTTAWATTA,CREAM LIQUEURS,mississippi river distil,80236,iowish cream liqueur,,10.17,18,274.68,13.5
INV-43786900009,2022-01-14,HY-VEE #3 / DUBUQUE,400 LOCUST ST,DUBUQUE,52001,DUBUQUE,STRAIGHT BOURBON WHISKIES,BROWN FORMAN CORP.,20366,OLD FORESTER BOURBON 86PRF,750.0,10.92,12,196.56,9.0
INV-43744400001,2022-01-12,HY-VEE FOOD STORE #1636 / SPENCER,819 N GRAND AVE,SPENCER,51301,CLAY,SINGLE BARREL BOURBON WHISKIES,"american heritage distillers, llc / century farms distillery",926269,century farms prairie states bourbon,750.0,9.02,48,649.44,36.0
INV-43720400013,2022-01-12,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POLK,AMERICAN VODKAS,PHILLIPS BEVERAGE,37348,PHILLIPS VODKA,1750.0,7.6,6,68.4,10.5
INV-43778900097,2022-01-13,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105,WOODBURY,AMERICAN FLAVORED VODKA,HEAVEN HILL BRANDS,40331,DEEP EDDY SWEET TEA,750.0,8.5,6,76.5,4.5
INV-43737500117,2022-01-12,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POTTAWATTA,STRAIGHT BOURBON WHISKIES,brown forman corp.,20369,old forester 1870 whisky row series,750.0,22.99,3,103.47,2.25
INV-43775000006,2022-01-13,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009,POLK,AMERICAN VODKAS,e & j gallo winery,36971,new amsterdam 80prf,1750.0,14.0,12,252.0,21.0
INV-43724300010,2022-01-12,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,JOHNSON,IMPORTED CORDIALS & LIQUEURS,MHW LTD,64000,ABSENTE,750.0,22.67,12,408.12,9.0
INV-43756900003,2022-01-13,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,MIXTO TEQUILA,LUXCO INC,89447,LA PRIMA GOLD,1000.0,7.34,60,660.6,60.0
INV-43732300018,2022-01-12,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,SCOTT,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,19227,KNOB CREEK,1000.0,26.0,12,468.0,12.0
INV-43855400050,2022-01-17,HY-VEE FOOD STORE #1 / CEDAR RAPIDS,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,LINN,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,,,12,161.64,9.0
INV-43720300062,2022-01-12,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,POLK,AMERICAN CORDIALS & LIQUEUR,sazerac company  inc,73986,di amore amaretto,750.0,6.0,12,108.0,9.0
INV-43775000128,2022-01-13,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009,POLK,STRAIGHT BOURBON WHISKIES,heaven hill brands,17916,elijah craig,750.0,16.0,12,288.0,9.0
INV-43753400024,2022-01-13,HY-VEE FOOD STORE #3 / DES MOINES,3221 SE 14TH ST,DES MOINES,50315,POLK,100% AGAVE TEQUILA,pernod ricard usa,89610,olmeca altos reposado,750.0,,12,269.88,9.0
INV-43781500094,2022-01-14,HY-VEE FOOD STORE / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302,LINN,SPICED RUM,diageo americas,43285,captain morgan original spiced pet,750.0,,12,163.08,9.0
INV-43696000058,2022-01-11,HY-VEE FOOD STORE / CARROLL,905 US HIGHWAY 30 WEST,CARROLL,51401,CARROLL,WHISKEY LIQUEUR,sazerac company  inc,64870,fireball cinnamon whiskey,100.0,0.9,48,64.8,4.8
INV-43833900023,2022-01-17,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POLK,AMERICAN VODKAS,FIFTH GENERATION INC,38174,TITOS HANDMADE VODKA,375.0,,12,97.56,4.5
INV-43818500087,2022-01-14,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501,WAPELLO,100% AGAVE TEQUILA,PERNOD RICARD USA,88186,OLMECA ALTOS PLATA,750.0,14.99,6,134.94,4.5
INV-43844200015,2022-01-17,HY-VEE WINE AND SPIRITS / STORM LAKE,1250 N LAKE ST,STORM LAKE,50588,BUENA VIST,CANADIAN WHISKIES,heaven hill brands,11786,black velvet pet,750.0,5.23,3,23.55,2.25
INV-43734000045,2022-01-12,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,SCOTT,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,27783,JIM BEAM APPLE,750.0,11.0,12,198.0,9.0
INV-43786800085,2022-01-14,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,DUBUQUE,COCKTAILS /RTD,sazerac company  inc,57148,chi-chi's margarita,1750.0,6.5,6,58.5,10.5
INV-43818500009,2022-01-14,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501,WAPELLO,STRAIGHT BOURBON WHISKIES,WESTERN SPIRITS BEVERAGE,16843,BIRD DOG KENTUCKY STRAIGHT BOURBON,750.0,10.02,6,90.18,4.5
INV-43744600067,2022-01-12,HY-VEE FOOD STORE #1636 / SPENCER,819 N GRAND AVE,SPENCER,51301,CLAY,AMERICAN FLAVORED VODKA,phillips beverage,39865,uv blue raspberry,375.0,3.45,5,25.9,1.87
INV-43753300071,2022-01-13,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,IMPORTED FLAVORED VODKA,DIAGEO AMERICAS,64914,CIROC MANGO,750.0,16.49,12,296.88,9.0
INV-43778900193,2022-01-13,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105,WOODBURY,AMERICAN SCHNAPPS,SAZERAC COMPANY  INC,84172,99 BANANAS MINI,50.0,5.16,3,23.22,0.15
INV-43826800059,2022-01-17,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,CREAM LIQUEURS,E & J GALLO WINERY,73053,RUMCHATA,1000.0,17.0,12,306.0,12.0
INV-43725600008,2022-01-12,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240,JOHNSON,CREAM LIQUEURS,diageo americas,68022,baileys salted caramel,750.0,16.49,12,296.88,9.0
INV-43737500021,2022-01-12,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POTTAWATTA,AMERICAN VODKAS,mccormick distilling co.,36904,mccormick 80prf vodka pet,375.0,1.8,12,32.4,4.5
INV-43744600025,2022-01-12,HY-VEE FOOD STORE #1636 / SPENCER,819 N GRAND AVE,SPENCER,51301,CLAY,STRAIGHT BOURBON WHISKIES,jim beam brands,19064,jim beam,375.0,,3,25.2,1.12
INV-43721600049,2022-01-12,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010,STORY,AMERICAN VODKAS,SAZERAC COMPANY  INC,35946,FLEISCHMANNS 80PRF VODKA,,3.0,12,54.0,9.0
INV-43824000016,2022-01-14,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,2323 W BROADWAY,COUNCIL BLUFFS,51501,POTTAWATTA,AMERICAN CORDIALS & LIQUEUR,LUXCO INC,76486,PARAMOUNT AMARETTO,750.0,3.5,12,63.0,9.0
INV-43724300014,2022-01-12,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,JOHNSON,IMPORTED SCHNAPPS,SAZERAC COMPANY  INC,69711,DR MCGILLICUDDYS WILD GRAPE,750.0,8.66,12,155.88,9.0
INV-43834400081,2022-01-17,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POLK,IMPORTED CORDIALS & LIQUEUR,SAZERAC COMPANY  INC,66636,ROMANA SAMBUCA ITALIAN LIQUORE,750.0,13.5,3,60.75,2.25
